filename,collection,cycle,file_size_bytes,sha256
"CCHS_2011-2012_DataDictionary_Freqs.pdf","pumf","2011-2012",2149959,"98dd6d54e050e7b6766b6b827bbc5e6739114da74e3b327e2c4d39c15d869f06"
"CCHS_2011-2012_Derived_Variables.pdf","pumf","2011-2012",976649,"b3186784efff42253ffc282b7524fb84bcd572f05873933c435647e9e4c2f6ba"
"CCHS_2011-2012_Record_Layout.pdf","pumf","2011-2012",185517,"22a8ceafa094051043274a00622cc27d3595ff2b32fd9f9b061f748bb77b22fa"
"CCHS_2011-2012_Topical_Index.pdf","pumf","2011-2012",181737,"43e4a8a1aa189f865aab4101ee6a923eb445b9f0a874194bc8f71b37f16b9352"
"Microdata_license_agreement.pdf","pumf","2011-2012",111642,"daf3df534bb21243fed5dda4387268ac9e8f27890345557fabbb0e98d4719619"
"QUALIT_E.pdf","pumf","2011-2012",95471,"b9707488dac432d30aaf5d13240005468baa4a8360c5b3dc74529aa67d981a3f"
"cchs-escc2012_2011-2012gid-complement-eng.pdf","pumf","2011-2012",320368,"c923f08a9d499865f2e5af1835997d26509f3e8c0ef9347de59781354674b846"
"cchs-escc2012_2011-2012gid-eng.pdf","pumf","2011-2012",2560416,"9b3a62d21d9c64fb3bf1b3aa637f2d5ad77ebe9fcb1528422483bfe3dfd2a319"
"cchs-escc2012que-eng.pdf","pumf","2011-2012",8526154,"bab6adb274d91397eed85f5a6adf82237175b5f0604a326ead23b835b907a9a4"
"CCHS_2012_Alpha_Index.pdf","pumf","2012",202254,"8045247937f89a90178f11ddeafe06f9ac41c0ea3b4915949db7a00499aa526b"
"CCHS_2012_CV_Tables.pdf","pumf","2012",1239962,"b73e1e9442c2af077eb73bea463ba8267c6a8f767cf819c3bd71bd5f0838a4fe"
"CCHS_2012_DataDictionary_Freqs.pdf","pumf","2012",2410712,"7f663df9c7d13cd2f91235121e2338e69d4ff35fd7e1b2ec62271b991ad1a6e7"
"CCHS_2012_Derived_Variables.pdf","pumf","2012",1055882,"5c42a1b1fa398b1e955d3bc12226cfa894fad5f1f33bb761af1ed38d9969b14c"
"CCHS_2012_Record_Layout.pdf","pumf","2012",204458,"6b20442eaa2d926b0e97512df3a547a43e2546e4dc802aa1ec5aa3335bade6c6"
"CCHS_2012_Topical_Index.pdf","pumf","2012",198289,"3a320336eb12e675e3062eda1135d9f5fd8b8a98c5219caf446636f2a02d2c2d"
"Microdata_license_agreement.pdf","pumf","2012",111642,"daf3df534bb21243fed5dda4387268ac9e8f27890345557fabbb0e98d4719619"
