filename,collection,cycle,file_size_bytes,sha256
"QUALIT_E.pdf","pumf","2012",95471,"b9707488dac432d30aaf5d13240005468baa4a8360c5b3dc74529aa67d981a3f"
"cchs-escc2012_2011-2012gid-complement-eng.pdf","pumf","2012",320368,"c923f08a9d499865f2e5af1835997d26509f3e8c0ef9347de59781354674b846"
"cchs-escc2012_2011-2012gid-eng.pdf","pumf","2012",2560416,"9b3a62d21d9c64fb3bf1b3aa637f2d5ad77ebe9fcb1528422483bfe3dfd2a319"
"cchs-escc2012que-eng.pdf","pumf","2012",8526154,"bab6adb274d91397eed85f5a6adf82237175b5f0604a326ead23b835b907a9a4"
"CCHS_2013-2014_Alpha_Index.pdf","pumf","2013-2014",183833,"9e192c9eea11039bf68a201b14db27d9f08de55ece3240a9081969fac3d22194"
"CCHS_2013-2014_CV_Tables.pdf","pumf","2013-2014",1291339,"539c4a31acf2fefccc73fb9ede0ea51856cfe7bbe9d397952ddd26c311b6649d"
"CCHS_2013-2014_DataDictionary_Freqs.pdf","pumf","2013-2014",1813987,"b5f620875c5753a952dd0915f404f2024ddea02a7eb2ab902797bb7e3a76e1ba"
"CCHS_2013-2014_Derived_Variables.pdf","pumf","2013-2014",1107126,"c13d100c9e559b7bbea8a51835e680af3300ee0e7b21358f9386a27face97e19"
"CCHS_2013-2014_Record_Layout.pdf","pumf","2013-2014",182190,"f5ff36eadc93cf109e73d376edd6489a89dacdf29b6113e165ac3cf3384660a7"
"CCHS_2013-2014_Topical_Index.pdf","pumf","2013-2014",181004,"7e146b9014c70af77779c9445baa903092b918f6c91d6f3fb9099dfae0590015"
"CCHS_2014_2013-2014_Complement_User_Guide.pdf","pumf","2013-2014",746261,"7d6c6f2cd80644ef2127513757f227cb2a808922c6e7b1673ebc4557254968d3"
"CCHS_2014_2013-2014_User_Guide.pdf","pumf","2013-2014",1767439,"f5a92ea1525bafc5227b021a5bbc463367bcffbb3248c9f813164f2359fea02f"
"CCHS_2014_Questionnaire.pdf","pumf","2013-2014",2078309,"36072c5d9371fbc7eee8d5894f3e3e106fcbea0e4a645831b52541fdef7f156f"
"Microdata_license_agreement.pdf","pumf","2013-2014",111642,"daf3df534bb21243fed5dda4387268ac9e8f27890345557fabbb0e98d4719619"
"QUALIT_E.pdf","pumf","2013-2014",21923,"a1128617570e9649f21c56f4a663779efc38edd91d163863ba82fdd8b9861c6c"
"CCHS_2014_2013-2014_Complement_User_Guide.pdf","pumf","2014",746261,"7d6c6f2cd80644ef2127513757f227cb2a808922c6e7b1673ebc4557254968d3"
"CCHS_2014_2013-2014_User_Guide.pdf","pumf","2014",1767439,"f5a92ea1525bafc5227b021a5bbc463367bcffbb3248c9f813164f2359fea02f"
"CCHS_2014_Alpha_Index.pdf","pumf","2014",197436,"8e405cce6e19cec8260e8f5535efaae06a96a20a1e83af43251b3ee84bf7e85c"
"CCHS_2014_CV_Tables.pdf","pumf","2014",1293845,"085dfe5c18b0409d29336f774a3c28e9b6e1627ee6e12a13efa21dcb1c8d9f6b"
"CCHS_2014_DataDictionary_Freqs.pdf","pumf","2014",1987367,"4035dc015395bb2a15534baa1671118ba5e377ad00ad5cdd5ab05a3414747d75"
"CCHS_2014_Derived_Variables.pdf","pumf","2014",1189889,"8b227324c240e43c0ad6ace87126c1c51fccecec5febaa31052141a04196291e"
"CCHS_2014_Questionnaire.pdf","pumf","2014",2078309,"36072c5d9371fbc7eee8d5894f3e3e106fcbea0e4a645831b52541fdef7f156f"
"CCHS_2014_Record_Layout.pdf","pumf","2014",196418,"25536ced9af959d2754394bbe8bc03f9ee2bab704cd36a91af0daf020bdeb703"
"CCHS_2014_Topical_Index.pdf","pumf","2014",194158,"b3b97ce46603471bfcd3fe402ac48a6db1a3e4a29e617e4b2a5bcb09eba43618"
"Microdata_license_agreement.pdf","pumf","2014",111642,"daf3df534bb21243fed5dda4387268ac9e8f27890345557fabbb0e98d4719619"
"QUALIT_E.pdf","pumf","2014",21923,"a1128617570e9649f21c56f4a663779efc38edd91d163863ba82fdd8b9861c6c"
"Bootstrap_E.pdf","pumf","2015-2016",441822,"9a90ea3f3ae109aea2f9413da8385f9a871718225794bfc1a285b26640533b35"
"CCHS_2015-2016_PUMF_CV_Tables.pdf","pumf","2015-2016",2812499,"3564974a87cf12d5537b252865de4e6797431ddcbeb15d0146b03f66662b6f86"
"CCHS_2015-2016_PUMF_Complement_User_Guide.pdf","pumf","2015-2016",389699,"cf0f866cedb8b46fba244b6818519a8716f58f52c4f5b5536ef1534e61f51047"
"CCHS_2015-2016_PUMF_DataDictionary_Freqs.pdf","pumf","2015-2016",2900302,"92f7cd0df65f476107bc938ef5d39f53de79ee1a22b010463e6dc56dd1a279a1"
"CCHS_2015-2016_PUMF_Derived_Variables.pdf","pumf","2015-2016",1143250,"03b72388e21460b36d465fa3d75bbbd8bbcba4d32407bf0482ade071dfdd64ff"
"CCHS_2015-2016_PUMF_Errata.pdf","pumf","2015-2016",626330,"2af8e0f2e0bb758a7adbe6c63971d824422b7c9cba9c8f9b54c669e2a985f954"
"CCHS_2015-2016_PUMF_Quality_assurance_guidelines.pdf","pumf","2015-2016",78708,"1629b5dc79c7577d47f2343afe68d80022601927d62ceb84a17d9b78b6f79b8e"
"CCHS_2015-2016_PUMF_Record_Layout.pdf","pumf","2015-2016",430844,"a790bd5dc8e204b8acf658c264ee678bf4f10910b17d7d09d82c224466cfe688"
"CCHS_2015-2016_Questionnaire.pdf","pumf","2015-2016",1356563,"e934ed3541515d65507117a2e4f985b9e12a572c0658e3e537330945dc36ae7d"
"CCHS_2015-2016_User_Guide.pdf","pumf","2015-2016",2076776,"a6a153da80aa509fbd8bef3e20714f737db151dfbf59610e67d63a239e5c5f39"
"Bootstrap_E.pdf","pumf","2017-2018",441822,"9a90ea3f3ae109aea2f9413da8385f9a871718225794bfc1a285b26640533b35"
"CCHS 2017-2018 PUMF Derived Variables.pdf","pumf","2017-2018",1201847,"8193d4e2cab69e4c48c5b32fc221d0168c67872d4f4650432c4debe9a488c3ff"
"CCHS2017-2018PUMFComplementUserGuide.pdf","pumf","2017-2018",687796,"f071ad137d2fd4bf6af80c69d13db1570b5f206215a1a8ad5e12b0b8d8231acf"
"CCHS2017-2018PUMFDataDictionary.pdf","pumf","2017-2018",3299822,"5013d607bcfb505aa953234ba78c96927269a5d5ac49fe7a5191189a6969c58c"
"CCHS2017-2018PUMFQualityassuranceguidelines.pdf","pumf","2017-2018",110405,"e356861b6d7548f7345a828b073b24ebdd73179736f13c661a8f5b48c84ecb1d"
"CCHS2017-2018Questionnaire.pdf","pumf","2017-2018",1467597,"e79fe74494b999b71b4648255024e4f8c02870e5c2ac571bf11702bab9a01bf0"
"CCHS2017-2018UserGuide.pdf","pumf","2017-2018",2272440,"317354ca11f3c05ba450fb0d415804e76a61ce5a0ef68b700d921f1bba54a48d"
"CCHS_2017_2018_CV_Tables_PUMF.pdf","pumf","2017-2018",2902357,"c07b8fee64261b1843bd20cd070fc8ecab73e1b3570a4a9cefa6ed9acbb943aa"
"CCHS 2019 TEU_HLU Data Dictionary (rounded frequencies).pdf","pumf","2019-2020",2123888,"d26abc02734817c297bc96f39cb2f15d39b9a8a3d8a2d62103ced944ffea5b97"
"CCHS_2019-2020_DataDictionary_Freqs.pdf","pumf","2019-2020",2563050,"4e883e0c0303a146af11004992e37dd80527681b62fcadc10af84e8112d04df4"
"CCHS_2019-2020_Derived_and_Grouped_Variables.pdf","pumf","2019-2020",632590,"d3de41bfed0488ac210f55d86f6c6fb4b8ecc22ea37cb46308cbdf0031eddeba"
"CCHS_2019-2020_PUMF_Complement_User_Guide.pdf","pumf","2019-2020",251656,"fe3d6ea22359b4132903439f0ba2c9f0841ee90c692e325a4f4b23153fbf5949"
"CCHS_2019-2020_Questionnaire.pdf","pumf","2019-2020",4061517,"7446f702f2b3e65520a9ee4ba40eadf6ce378fadc24fc7e6bdef1b0542fbf33e"
"CCHS_2019-2020_User_Guide.pdf","pumf","2019-2020",1263572,"ea4957e2d869b8ce435a629a43d3e3481e67b9dd16fb0b42577bdff924b62711"
"CCHS 2022 PUMF Complement User Guide.pdf","pumf","2022",240317,"343fbf912ba24b65aa3832ebd8893c76aad81e25dedb377c138b07be352c6e69"
"CCHS_2022_CV_Tables_PUMF.pdf","pumf","2022",2526281,"bd231646ddad267ca1ab9dda1dc6c69f760e10bce2ec63d3725c06849a3cf080"
"CCHS_2022_DataDictionary_Freqs.pdf","pumf","2022",1868384,"93a384e232da357bd94594d9a9aa00f2255f26a87da9c0706809379438a54078"
"CCHS_2022_Income_Master File.pdf","pumf","2022",389291,"69f889abce5b9bb22b702a47706e57f80bb2f1c72a8bb4f74e5a9aaa2e549ef4"
"CCHS_2022_PUMF_Grouped_Variables.pdf","pumf","2022",349879,"db4ed037cbd84f5ed147d02fc6e1ba109ff7fc878aa954bd976ed6bb41520506"
"CCHS_2022_User_Guide.pdf","pumf","2022",1062206,"233efb1141a05a6bbfe8ccb90556559e5860f4ce51138ba385a36a1c236635fc"
